FLUKE 289,  V1.41,  0

Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name
14/01/2026 14:30:01,14/01/2026 14:50:01,0:20:00,0:00:10,381,121,275,Save 4
Max Time,Max,Average,Min,Min Time,Scaling,
14/01/2026 14:30:04,1.6253 A DC,0.1896 A DC,0.1746 A DC,14/01/2026 14:48:15,(none)

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,Start Time,Duration,Max Time,Max,Average,Min Time,Min,Description,Stop Time
239,0.6623 A DC,14/01/2026 14:42:05.8,0:00:00.2,14/01/2026 14:42:05.8,0.6623 A DC,0.4414 A DC,14/01/2026 14:42:05.9,0.2205 A DC,Unstable,14/01/2026 14:42:06.0
240,0.1789 A DC,14/01/2026 14:42:06.0,0:00:04.6,14/01/2026 14:42:09.8,0.1863 A DC,0.1799 A DC,14/01/2026 14:42:07.0,0.1774 A DC,Interval,14/01/2026 14:42:10.6
241,0.1817 A DC,14/01/2026 14:42:10.6,0:00:05.3,14/01/2026 14:42:10.8,0.1860 A DC,0.1804 A DC,14/01/2026 14:42:12.2,0.1774 A DC,Stable,14/01/2026 14:42:15.9
242,0.6338 A DC,14/01/2026 14:42:15.9,0:00:00.1,14/01/2026 14:42:15.9,0.6338 A DC,0.6338 A DC,14/01/2026 14:42:15.9,0.6338 A DC,Unstable,14/01/2026 14:42:16.0
243,0.1967 A DC,14/01/2026 14:42:16.0,0:00:04.5,14/01/2026 14:42:16.0,0.1967 A DC,0.1807 A DC,14/01/2026 14:42:18.1,0.1775 A DC,Interval,14/01/2026 14:42:20.6
244,0.1796 A DC,14/01/2026 14:42:20.6,0:00:00.5,14/01/2026 14:42:21.0,0.2464 A DC,0.1941 A DC,14/01/2026 14:42:20.9,0.1795 A DC,Unstable,14/01/2026 14:42:21.1
245,0.1853 A DC,14/01/2026 14:42:21.1,0:00:04.9,14/01/2026 14:42:24.1,0.1929 A DC,0.1802 A DC,14/01/2026 14:42:23.7,0.1778 A DC,Stable,14/01/2026 14:42:26.0
246,0.3451 A DC,14/01/2026 14:42:26.0,0:00:00.2,14/01/2026 14:42:26.0,0.3451 A DC,0.3217 A DC,14/01/2026 14:42:26.1,0.2983 A DC,Unstable,14/01/2026 14:42:26.2
247,0.1842 A DC,14/01/2026 14:42:26.2,0:00:04.3,14/01/2026 14:42:27.3,0.1884 A DC,0.1807 A DC,14/01/2026 14:42:29.6,0.1775 A DC,Interval,14/01/2026 14:42:30.5
248,0.1821 A DC,14/01/2026 14:42:30.5,0:00:00.7,14/01/2026 14:42:31.1,0.2181 A DC,0.1849 A DC,14/01/2026 14:42:30.9,0.1776 A DC,Unstable,14/01/2026 14:42:31.2
249,0.1812 A DC,14/01/2026 14:42:31.2,0:00:04.9,14/01/2026 14:42:31.8,0.1854 A DC,0.1803 A DC,14/01/2026 14:42:35.3,0.1775 A DC,Stable,14/01/2026 14:42:36.2
250,0.7117 A DC,14/01/2026 14:42:36.2,0:00:00.2,14/01/2026 14:42:36.2,0.7117 A DC,0.4601 A DC,14/01/2026 14:42:36.3,0.2085 A DC,Unstable,14/01/2026 14:42:36.4
251,0.1809 A DC,14/01/2026 14:42:36.4,0:00:04.2,14/01/2026 14:42:38.6,0.1885 A DC,0.1809 A DC,14/01/2026 14:42:38.4,0.1785 A DC,Interval,14/01/2026 14:42:40.6
252,0.1811 A DC,14/01/2026 14:42:40.6,0:00:00.7,14/01/2026 14:42:41.2,0.2229 A DC,0.1874 A DC,14/01/2026 14:42:41.1,0.1780 A DC,Unstable,14/01/2026 14:42:41.3
253,0.1864 A DC,14/01/2026 14:42:41.3,0:00:09.3,14/01/2026 14:42:41.3,0.1864 A DC,0.1803 A DC,14/01/2026 14:42:47.2,0.1777 A DC,Interval,14/01/2026 14:42:50.5
254,0.1823 A DC,14/01/2026 14:42:50.5,0:00:01.0,14/01/2026 14:42:51.4,0.6764 A DC,0.2332 A DC,14/01/2026 14:42:50.9,0.1791 A DC,Unstable,14/01/2026 14:42:51.6
255,0.1788 A DC,14/01/2026 14:42:51.6,0:00:09.4,14/01/2026 14:42:55.5,0.1903 A DC,0.1800 A DC,14/01/2026 14:42:56.4,0.1766 A DC,Interval,14/01/2026 14:43:00.9
256,0.1785 A DC,14/01/2026 14:43:00.9,0:00:00.7,14/01/2026 14:43:01.5,0.4898 A DC,0.2345 A DC,14/01/2026 14:43:00.9,0.1785 A DC,Unstable,14/01/2026 14:43:01.6
257,0.1879 A DC,14/01/2026 14:43:01.6,0:00:09.0,14/01/2026 14:43:03.1,0.1920 A DC,0.1804 A DC,14/01/2026 14:43:06.5,0.1761 A DC,Interval,14/01/2026 14:43:10.6
258,0.1772 A DC,14/01/2026 14:43:10.6,0:00:01.0,14/01/2026 14:43:11.5,0.1824 A DC,0.1799 A DC,14/01/2026 14:43:10.6,0.1772 A DC,Stable,14/01/2026 14:43:11.6
259,0.6034 A DC,14/01/2026 14:43:11.6,0:00:00.2,14/01/2026 14:43:11.6,0.6034 A DC,0.4567 A DC,14/01/2026 14:43:11.7,0.3099 A DC,Unstable,14/01/2026 14:43:11.8
260,0.1857 A DC,14/01/2026 14:43:11.8,0:00:08.8,14/01/2026 14:43:18.4,0.1885 A DC,0.1803 A DC,14/01/2026 14:43:16.4,0.1773 A DC,Interval,14/01/2026 14:43:20.5
261,0.1815 A DC,14/01/2026 14:43:20.5,0:00:01.2,14/01/2026 14:43:21.6,0.1825 A DC,0.1804 A DC,14/01/2026 14:43:20.9,0.1778 A DC,Stable,14/01/2026 14:43:21.7
262,0.8360 A DC,14/01/2026 14:43:21.7,0:00:00.2,14/01/2026 14:43:21.7,0.8360 A DC,0.5365 A DC,14/01/2026 14:43:21.8,0.2370 A DC,Unstable,14/01/2026 14:43:21.9
263,0.1782 A DC,14/01/2026 14:43:21.9,0:00:08.3,14/01/2026 14:43:24.4,0.1877 A DC,0.1798 A DC,14/01/2026 14:43:22.6,0.1768 A DC,Stable,14/01/2026 14:43:30.2
264,0.1966 A DC,14/01/2026 14:43:30.2,0:00:00.4,14/01/2026 14:43:30.2,0.1966 A DC,0.1858 A DC,14/01/2026 14:43:30.4,0.1814 A DC,Interval,14/01/2026 14:43:30.6
265,0.1805 A DC,14/01/2026 14:43:30.6,0:00:01.3,14/01/2026 14:43:31.8,0.1833 A DC,0.1801 A DC,14/01/2026 14:43:31.7,0.1783 A DC,Stable,14/01/2026 14:43:31.9
266,0.7357 A DC,14/01/2026 14:43:31.9,0:00:00.2,14/01/2026 14:43:31.9,0.7357 A DC,0.4720 A DC,14/01/2026 14:43:32.0,0.2082 A DC,Unstable,14/01/2026 14:43:32.1
267,0.1806 A DC,14/01/2026 14:43:32.1,0:00:08.5,14/01/2026 14:43:38.1,0.1871 A DC,0.1795 A DC,14/01/2026 14:43:34.0,0.1770 A DC,Interval,14/01/2026 14:43:40.6
268,0.1776 A DC,14/01/2026 14:43:40.6,0:00:01.4,14/01/2026 14:43:41.8,0.1822 A DC,0.1794 A DC,14/01/2026 14:43:40.6,0.1776 A DC,Stable,14/01/2026 14:43:42.0
269,0.1960 A DC,14/01/2026 14:43:42.0,0:00:00.2,14/01/2026 14:43:42.1,0.4202 A DC,0.3081 A DC,14/01/2026 14:43:42.0,0.1960 A DC,Unstable,14/01/2026 14:43:42.2
270,0.1885 A DC,14/01/2026 14:43:42.2,0:00:08.4,14/01/2026 14:43:42.2,0.1885 A DC,0.1797 A DC,14/01/2026 14:43:45.0,0.1770 A DC,Interval,14/01/2026 14:43:50.6
271,0.1774 A DC,14/01/2026 14:43:50.6,0:00:01.5,14/01/2026 14:43:51.6,0.1821 A DC,0.1792 A DC,14/01/2026 14:43:50.6,0.1774 A DC,Stable,14/01/2026 14:43:52.1
272,0.5214 A DC,14/01/2026 14:43:52.1,0:00:00.2,14/01/2026 14:43:52.1,0.5214 A DC,0.3750 A DC,14/01/2026 14:43:52.2,0.2287 A DC,Unstable,14/01/2026 14:43:52.3
273,0.1813 A DC,14/01/2026 14:43:52.3,0:00:08.2,14/01/2026 14:43:55.0,0.1861 A DC,0.1800 A DC,14/01/2026 14:43:56.3,0.1773 A DC,Interval,14/01/2026 14:44:00.6
274,0.1791 A DC,14/01/2026 14:44:00.6,0:00:02.5,14/01/2026 14:44:02.3,0.1963 A DC,0.1805 A DC,14/01/2026 14:44:02.0,0.1777 A DC,Stable,14/01/2026 14:44:03.1
275,0.2029 A DC,14/01/2026 14:44:03.1,0:00:00.1,14/01/2026 14:44:03.1,0.2029 A DC,0.2029 A DC,14/01/2026 14:44:03.1,0.2029 A DC,Unstable,14/01/2026 14:44:03.2
276,0.1808 A DC,14/01/2026 14:44:03.2,0:00:04.1,14/01/2026 14:44:04.8,0.1863 A DC,0.1805 A DC,14/01/2026 14:44:04.1,0.1779 A DC,Stable,14/01/2026 14:44:07.3
277,0.6020 A DC,14/01/2026 14:44:07.3,0:00:00.1,14/01/2026 14:44:07.3,0.6020 A DC,0.6020 A DC,14/01/2026 14:44:07.3,0.6020 A DC,Unstable,14/01/2026 14:44:07.4
278,0.1953 A DC,14/01/2026 14:44:07.4,0:00:03.1,14/01/2026 14:44:07.4,0.1953 A DC,0.1799 A DC,14/01/2026 14:44:08.1,0.1770 A DC,Interval,14/01/2026 14:44:10.5
279,0.1805 A DC,14/01/2026 14:44:10.5,0:00:01.8,14/01/2026 14:44:10.8,0.1825 A DC,0.1798 A DC,14/01/2026 14:44:11.5,0.1784 A DC,Stable,14/01/2026 14:44:12.3
280,0.2533 A DC,14/01/2026 14:44:12.3,0:00:00.1,14/01/2026 14:44:12.3,0.2533 A DC,0.2533 A DC,14/01/2026 14:44:12.3,0.2533 A DC,Unstable,14/01/2026 14:44:12.4
281,0.1851 A DC,14/01/2026 14:44:12.4,0:00:04.9,14/01/2026 14:44:12.4,0.1851 A DC,0.1798 A DC,14/01/2026 14:44:14.2,0.1773 A DC,Stable,14/01/2026 14:44:17.4
282,0.3459 A DC,14/01/2026 14:44:17.4,0:00:00.2,14/01/2026 14:44:17.5,0.3700 A DC,0.3579 A DC,14/01/2026 14:44:17.4,0.3459 A DC,Unstable,14/01/2026 14:44:17.6
283,0.1848 A DC,14/01/2026 14:44:17.6,0:00:03.0,14/01/2026 14:44:17.8,0.1857 A DC,0.1803 A DC,14/01/2026 14:44:19.7,0.1772 A DC,Interval,14/01/2026 14:44:20.6
284,0.1773 A DC,14/01/2026 14:44:20.6,0:00:01.9,14/01/2026 14:44:20.7,0.1860 A DC,0.1796 A DC,14/01/2026 14:44:20.6,0.1773 A DC,Stable,14/01/2026 14:44:22.5
285,0.2164 A DC,14/01/2026 14:44:22.5,0:00:00.1,14/01/2026 14:44:22.5,0.2164 A DC,0.2164 A DC,14/01/2026 14:44:22.5,0.2164 A DC,Unstable,14/01/2026 14:44:22.6
286,0.1825 A DC,14/01/2026 14:44:22.6,0:00:04.9,14/01/2026 14:44:24.0,0.1873 A DC,0.1805 A DC,14/01/2026 14:44:26.0,0.1774 A DC,Stable,14/01/2026 14:44:27.5
287,0.6934 A DC,14/01/2026 14:44:27.5,0:00:00.2,14/01/2026 14:44:27.5,0.6934 A DC,0.4561 A DC,14/01/2026 14:44:27.6,0.2188 A DC,Unstable,14/01/2026 14:44:27.7
288,0.1836 A DC,14/01/2026 14:44:27.7,0:00:02.8,14/01/2026 14:44:30.2,0.1886 A DC,0.1807 A DC,14/01/2026 14:44:30.4,0.1778 A DC,Interval,14/01/2026 14:44:30.6
289,0.1810 A DC,14/01/2026 14:44:30.6,0:00:02.0,14/01/2026 14:44:32.2,0.1821 A DC,0.1799 A DC,14/01/2026 14:44:31.7,0.1772 A DC,Stable,14/01/2026 14:44:32.6
290,0.2026 A DC,14/01/2026 14:44:32.6,0:00:05.1,14/01/2026 14:44:32.6,0.2026 A DC,0.1807 A DC,14/01/2026 14:44:36.2,0.1778 A DC,Stable,14/01/2026 14:44:37.7
291,0.3482 A DC,14/01/2026 14:44:37.7,0:00:00.1,14/01/2026 14:44:37.7,0.3482 A DC,0.3482 A DC,14/01/2026 14:44:37.7,0.3482 A DC,Unstable,14/01/2026 14:44:37.8
292,0.1873 A DC,14/01/2026 14:44:37.8,0:00:02.7,14/01/2026 14:44:40.1,0.1878 A DC,0.1803 A DC,14/01/2026 14:44:38.0,0.1774 A DC,Interval,14/01/2026 14:44:40.5
293,0.1804 A DC,14/01/2026 14:44:40.5,0:00:10.1,14/01/2026 14:44:44.6,0.1902 A DC,0.1800 A DC,14/01/2026 14:44:43.4,0.1771 A DC,Interval,14/01/2026 14:44:50.6
294,0.1783 A DC,14/01/2026 14:44:50.6,0:00:02.2,14/01/2026 14:44:51.8,0.1839 A DC,0.1798 A DC,14/01/2026 14:44:50.6,0.1783 A DC,Stable,14/01/2026 14:44:52.8
295,0.6087 A DC,14/01/2026 14:44:52.8,0:00:00.2,14/01/2026 14:44:52.8,0.6087 A DC,0.4562 A DC,14/01/2026 14:44:52.9,0.3037 A DC,Unstable,14/01/2026 14:44:53.0
296,0.1820 A DC,14/01/2026 14:44:53.0,0:00:07.5,14/01/2026 14:44:59.6,0.1892 A DC,0.1801 A DC,14/01/2026 14:44:55.6,0.1774 A DC,Interval,14/01/2026 14:45:00.5
297,0.1807 A DC,14/01/2026 14:45:00.5,0:00:02.4,14/01/2026 14:45:02.4,0.1837 A DC,0.1800 A DC,14/01/2026 14:45:01.0,0.1775 A DC,Stable,14/01/2026 14:45:03.0
298,0.8698 A DC,14/01/2026 14:45:03.0,0:00:00.2,14/01/2026 14:45:03.0,0.8698 A DC,0.5692 A DC,14/01/2026 14:45:03.1,0.2686 A DC,Unstable,14/01/2026 14:45:03.2
299,0.1849 A DC,14/01/2026 14:45:03.2,0:00:07.4,14/01/2026 14:45:05.5,0.1855 A DC,0.1799 A DC,14/01/2026 14:45:06.2,0.1771 A DC,Interval,14/01/2026 14:45:10.6
300,0.1780 A DC,14/01/2026 14:45:10.6,0:00:02.5,14/01/2026 14:45:10.8,0.1846 A DC,0.1801 A DC,14/01/2026 14:45:11.6,0.1774 A DC,Stable,14/01/2026 14:45:13.1
301,0.8734 A DC,14/01/2026 14:45:13.1,0:00:00.2,14/01/2026 14:45:13.1,0.8734 A DC,0.5479 A DC,14/01/2026 14:45:13.2,0.2224 A DC,Unstable,14/01/2026 14:45:13.3
302,0.1794 A DC,14/01/2026 14:45:13.3,0:00:07.2,14/01/2026 14:45:19.8,0.1849 A DC,0.1800 A DC,14/01/2026 14:45:18.2,0.1769 A DC,Interval,14/01/2026 14:45:20.6
303,0.1786 A DC,14/01/2026 14:45:20.6,0:00:02.7,14/01/2026 14:45:20.8,0.1851 A DC,0.1800 A DC,14/01/2026 14:45:22.7,0.1775 A DC,Stable,14/01/2026 14:45:23.3
304,0.6249 A DC,14/01/2026 14:45:23.3,0:00:00.1,14/01/2026 14:45:23.3,0.6249 A DC,0.6249 A DC,14/01/2026 14:45:23.3,0.6249 A DC,Unstable,14/01/2026 14:45:23.4
305,0.1942 A DC,14/01/2026 14:45:23.4,0:00:07.1,14/01/2026 14:45:23.4,0.1942 A DC,0.1802 A DC,14/01/2026 14:45:28.3,0.1759 A DC,Interval,14/01/2026 14:45:30.5
306,0.1811 A DC,14/01/2026 14:45:30.5,0:00:02.8,14/01/2026 14:45:31.8,0.1856 A DC,0.1801 A DC,14/01/2026 14:45:31.1,0.1782 A DC,Stable,14/01/2026 14:45:33.3
307,0.3034 A DC,14/01/2026 14:45:33.3,0:00:00.2,14/01/2026 14:45:33.4,0.3475 A DC,0.3255 A DC,14/01/2026 14:45:33.3,0.3034 A DC,Unstable,14/01/2026 14:45:33.5
308,0.1852 A DC,14/01/2026 14:45:33.5,0:00:04.9,14/01/2026 14:45:34.0,0.1858 A DC,0.1798 A DC,14/01/2026 14:45:35.6,0.1770 A DC,Stable,14/01/2026 14:45:38.5
309,0.2257 A DC,14/01/2026 14:45:38.5,0:00:00.1,14/01/2026 14:45:38.5,0.2257 A DC,0.2257 A DC,14/01/2026 14:45:38.5,0.2257 A DC,Unstable,14/01/2026 14:45:38.6
310,0.1832 A DC,14/01/2026 14:45:38.6,0:00:02.0,14/01/2026 14:45:38.8,0.1862 A DC,0.1796 A DC,14/01/2026 14:45:40.4,0.1771 A DC,Interval,14/01/2026 14:45:40.6
311,0.1791 A DC,14/01/2026 14:45:40.6,0:00:02.9,14/01/2026 14:45:41.8,0.1844 A DC,0.1799 A DC,14/01/2026 14:45:41.0,0.1772 A DC,Stable,14/01/2026 14:45:43.5
312,0.6826 A DC,14/01/2026 14:45:43.5,0:00:00.2,14/01/2026 14:45:43.5,0.6826 A DC,0.4582 A DC,14/01/2026 14:45:43.6,0.2338 A DC,Unstable,14/01/2026 14:45:43.7
313,0.1796 A DC,14/01/2026 14:45:43.7,0:00:06.8,14/01/2026 14:45:48.6,0.1988 A DC,0.1801 A DC,14/01/2026 14:45:47.0,0.1771 A DC,Interval,14/01/2026 14:45:50.5
314,0.1787 A DC,14/01/2026 14:45:50.5,0:00:03.1,14/01/2026 14:45:51.0,0.1846 A DC,0.1800 A DC,14/01/2026 14:45:52.6,0.1776 A DC,Stable,14/01/2026 14:45:53.7
315,0.4975 A DC,14/01/2026 14:45:53.7,0:00:00.1,14/01/2026 14:45:53.7,0.4975 A DC,0.4975 A DC,14/01/2026 14:45:53.7,0.4975 A DC,Unstable,14/01/2026 14:45:53.8
316,0.1936 A DC,14/01/2026 14:45:53.8,0:00:04.9,14/01/2026 14:45:53.8,0.1936 A DC,0.1798 A DC,14/01/2026 14:45:57.6,0.1772 A DC,Stable,14/01/2026 14:45:58.7
317,0.2347 A DC,14/01/2026 14:45:58.7,0:00:00.1,14/01/2026 14:45:58.7,0.2347 A DC,0.2347 A DC,14/01/2026 14:45:58.7,0.2347 A DC,Unstable,14/01/2026 14:45:58.8
318,0.1859 A DC,14/01/2026 14:45:58.8,0:00:01.8,14/01/2026 14:45:58.8,0.1859 A DC,0.1800 A DC,14/01/2026 14:45:59.0,0.1775 A DC,Interval,14/01/2026 14:46:00.6
319,0.1800 A DC,14/01/2026 14:46:00.6,0:00:03.1,14/01/2026 14:46:01.8,0.1853 A DC,0.1799 A DC,14/01/2026 14:46:03.4,0.1773 A DC,Stable,14/01/2026 14:46:03.7
320,0.5205 A DC,14/01/2026 14:46:03.7,0:00:00.2,14/01/2026 14:46:03.7,0.5205 A DC,0.3785 A DC,14/01/2026 14:46:03.8,0.2365 A DC,Unstable,14/01/2026 14:46:03.9
321,0.1786 A DC,14/01/2026 14:46:03.9,0:00:06.6,14/01/2026 14:46:08.9,0.1946 A DC,0.1803 A DC,14/01/2026 14:46:10.4,0.1770 A DC,Interval,14/01/2026 14:46:10.6
322,0.1795 A DC,14/01/2026 14:46:10.6,0:00:08.3,14/01/2026 14:46:17.1,0.1891 A DC,0.1800 A DC,14/01/2026 14:46:11.0,0.1772 A DC,Stable,14/01/2026 14:46:18.9
323,0.6545 A DC,14/01/2026 14:46:18.9,0:00:00.2,14/01/2026 14:46:18.9,0.6545 A DC,0.4267 A DC,14/01/2026 14:46:19.0,0.1989 A DC,Unstable,14/01/2026 14:46:19.1
324,0.1804 A DC,14/01/2026 14:46:19.1,0:00:01.4,14/01/2026 14:46:20.4,0.1855 A DC,0.1790 A DC,14/01/2026 14:46:20.2,0.1771 A DC,Interval,14/01/2026 14:46:20.5
325,0.1808 A DC,14/01/2026 14:46:20.5,0:00:08.5,14/01/2026 14:46:24.3,0.1914 A DC,0.1795 A DC,14/01/2026 14:46:23.9,0.1759 A DC,Stable,14/01/2026 14:46:29.0
326,0.3082 A DC,14/01/2026 14:46:29.0,0:00:00.2,14/01/2026 14:46:29.1,0.4579 A DC,0.3831 A DC,14/01/2026 14:46:29.0,0.3082 A DC,Unstable,14/01/2026 14:46:29.2
327,0.1865 A DC,14/01/2026 14:46:29.2,0:00:01.4,14/01/2026 14:46:30.2,0.1866 A DC,0.1809 A DC,14/01/2026 14:46:29.7,0.1779 A DC,Interval,14/01/2026 14:46:30.6
328,0.1816 A DC,14/01/2026 14:46:30.6,0:00:08.6,14/01/2026 14:46:38.1,0.1867 A DC,0.1794 A DC,14/01/2026 14:46:34.1,0.1757 A DC,Stable,14/01/2026 14:46:39.1
329,0.6050 A DC,14/01/2026 14:46:39.1,0:00:00.2,14/01/2026 14:46:39.1,0.6050 A DC,0.4335 A DC,14/01/2026 14:46:39.2,0.2619 A DC,Unstable,14/01/2026 14:46:39.3
330,0.1794 A DC,14/01/2026 14:46:39.3,0:00:01.2,14/01/2026 14:46:39.7,0.1819 A DC,0.1794 A DC,14/01/2026 14:46:39.4,0.1774 A DC,Interval,14/01/2026 14:46:40.5
331,0.1793 A DC,14/01/2026 14:46:40.5,0:00:08.8,14/01/2026 14:46:48.8,0.1842 A DC,0.1792 A DC,14/01/2026 14:46:43.7,0.1766 A DC,Stable,14/01/2026 14:46:49.3
332,0.6826 A DC,14/01/2026 14:46:49.3,0:00:00.2,14/01/2026 14:46:49.3,0.6826 A DC,0.4432 A DC,14/01/2026 14:46:49.4,0.2038 A DC,Unstable,14/01/2026 14:46:49.5
333,0.1796 A DC,14/01/2026 14:46:49.5,0:00:01.1,14/01/2026 14:46:49.8,0.1831 A DC,0.1790 A DC,14/01/2026 14:46:50.0,0.1772 A DC,Interval,14/01/2026 14:46:50.6
334,0.1770 A DC,14/01/2026 14:46:50.6,0:00:03.7,14/01/2026 14:46:52.8,0.1829 A DC,0.1793 A DC,14/01/2026 14:46:50.7,0.1765 A DC,Stable,14/01/2026 14:46:54.3
335,0.2218 A DC,14/01/2026 14:46:54.3,0:00:00.1,14/01/2026 14:46:54.3,0.2218 A DC,0.2218 A DC,14/01/2026 14:46:54.3,0.2218 A DC,Unstable,14/01/2026 14:46:54.4
336,0.1835 A DC,14/01/2026 14:46:54.4,0:00:06.1,14/01/2026 14:46:56.4,0.1867 A DC,0.1796 A DC,14/01/2026 14:46:55.6,0.1768 A DC,Interval,14/01/2026 14:47:00.6
337,0.1784 A DC,14/01/2026 14:47:00.6,0:00:02.5,14/01/2026 14:47:02.8,0.1847 A DC,0.1793 A DC,14/01/2026 14:47:01.2,0.1769 A DC,Stable,14/01/2026 14:47:03.1
338,0.1978 A DC,14/01/2026 14:47:03.1,0:00:01.4,14/01/2026 14:47:03.1,0.1978 A DC,0.1811 A DC,14/01/2026 14:47:03.4,0.1777 A DC,Stable,14/01/2026 14:47:04.5
339,0.4529 A DC,14/01/2026 14:47:04.5,0:00:00.1,14/01/2026 14:47:04.5,0.4529 A DC,0.4529 A DC,14/01/2026 14:47:04.5,0.4529 A DC,Unstable,14/01/2026 14:47:04.6
340,0.1869 A DC,14/01/2026 14:47:04.6,0:00:05.9,14/01/2026 14:47:05.4,0.1952 A DC,0.1793 A DC,14/01/2026 14:47:09.5,0.1763 A DC,Interval,14/01/2026 14:47:10.5
341,0.1805 A DC,14/01/2026 14:47:10.5,0:00:04.0,14/01/2026 14:47:13.9,0.1858 A DC,0.1795 A DC,14/01/2026 14:47:13.3,0.1767 A DC,Stable,14/01/2026 14:47:14.6
342,0.4772 A DC,14/01/2026 14:47:14.6,0:00:00.2,14/01/2026 14:47:14.6,0.4772 A DC,0.4218 A DC,14/01/2026 14:47:14.7,0.3663 A DC,Unstable,14/01/2026 14:47:14.8
343,0.1865 A DC,14/01/2026 14:47:14.8,0:00:05.8,14/01/2026 14:47:18.4,0.1875 A DC,0.1795 A DC,14/01/2026 14:47:18.6,0.1766 A DC,Interval,14/01/2026 14:47:20.6
344,0.1799 A DC,14/01/2026 14:47:20.6,0:00:10.0,14/01/2026 14:47:24.4,0.1904 A DC,0.1794 A DC,14/01/2026 14:47:23.5,0.1771 A DC,Interval,14/01/2026 14:47:30.5
345,0.1779 A DC,14/01/2026 14:47:30.5,0:00:04.3,14/01/2026 14:47:32.5,0.1856 A DC,0.1796 A DC,14/01/2026 14:47:30.9,0.1771 A DC,Stable,14/01/2026 14:47:34.9
346,0.5678 A DC,14/01/2026 14:47:34.9,0:00:00.1,14/01/2026 14:47:34.9,0.5678 A DC,0.5678 A DC,14/01/2026 14:47:34.9,0.5678 A DC,Unstable,14/01/2026 14:47:35.0
347,0.1937 A DC,14/01/2026 14:47:35.0,0:00:05.6,14/01/2026 14:47:35.0,0.1937 A DC,0.1793 A DC,14/01/2026 14:47:39.9,0.1761 A DC,Interval,14/01/2026 14:47:40.6
348,0.1776 A DC,14/01/2026 14:47:40.6,0:00:10.0,14/01/2026 14:47:50.2,0.1834 A DC,0.1793 A DC,14/01/2026 14:47:44.9,0.1765 A DC,Interval,14/01/2026 14:47:50.6
349,0.1823 A DC,14/01/2026 14:47:50.6,0:00:09.6,14/01/2026 14:47:54.0,0.1913 A DC,0.1795 A DC,14/01/2026 14:47:58.6,0.1768 A DC,Stable,14/01/2026 14:48:00.1
350,0.6836 A DC,14/01/2026 14:48:00.1,0:00:00.2,14/01/2026 14:48:00.1,0.6836 A DC,0.4875 A DC,14/01/2026 14:48:00.2,0.2914 A DC,Unstable,14/01/2026 14:48:00.3
351,0.1824 A DC,14/01/2026 14:48:00.3,0:00:00.2,14/01/2026 14:48:00.3,0.1824 A DC,0.1811 A DC,14/01/2026 14:48:00.4,0.1797 A DC,Interval,14/01/2026 14:48:00.5
352,0.1798 A DC,14/01/2026 14:48:00.5,0:00:09.8,14/01/2026 14:48:03.0,0.1895 A DC,0.1793 A DC,14/01/2026 14:48:04.4,0.1765 A DC,Stable,14/01/2026 14:48:10.3
353,0.6608 A DC,14/01/2026 14:48:10.3,0:00:00.2,14/01/2026 14:48:10.3,0.6608 A DC,0.4293 A DC,14/01/2026 14:48:10.4,0.1977 A DC,Unstable,14/01/2026 14:48:10.5
354,0.1766 A DC,14/01/2026 14:48:10.5,0:00:00.1,14/01/2026 14:48:10.5,0.1766 A DC,0.1766 A DC,14/01/2026 14:48:10.5,0.1766 A DC,Interval,14/01/2026 14:48:10.6
355,0.1761 A DC,14/01/2026 14:48:10.6,0:00:09.8,14/01/2026 14:48:13.8,0.1845 A DC,0.1787 A DC,14/01/2026 14:48:15.3,0.1746 A DC,Stable,14/01/2026 14:48:20.3
356,0.2853 A DC,14/01/2026 14:48:20.3,0:00:00.1,14/01/2026 14:48:20.3,0.2853 A DC,0.2853 A DC,14/01/2026 14:48:20.3,0.2853 A DC,Unstable,14/01/2026 14:48:20.4
357,0.3747 A DC,14/01/2026 14:48:20.4,0:00:00.1,14/01/2026 14:48:20.4,0.3747 A DC,0.3747 A DC,14/01/2026 14:48:20.4,0.3747 A DC,Interval,14/01/2026 14:48:20.5
358,0.1829 A DC,14/01/2026 14:48:20.5,0:00:10.1,14/01/2026 14:48:29.6,0.1854 A DC,0.1787 A DC,14/01/2026 14:48:25.5,0.1760 A DC,Interval,14/01/2026 14:48:30.6
359,0.1804 A DC,14/01/2026 14:48:30.6,0:00:04.9,14/01/2026 14:48:30.8,0.1832 A DC,0.1789 A DC,14/01/2026 14:48:34.2,0.1763 A DC,Stable,14/01/2026 14:48:35.5
360,0.5079 A DC,14/01/2026 14:48:35.5,0:00:00.2,14/01/2026 14:48:35.5,0.5079 A DC,0.3705 A DC,14/01/2026 14:48:35.6,0.2332 A DC,Unstable,14/01/2026 14:48:35.7
361,0.1818 A DC,14/01/2026 14:48:35.7,0:00:04.8,14/01/2026 14:48:39.8,0.1836 A DC,0.1788 A DC,14/01/2026 14:48:38.7,0.1763 A DC,Interval,14/01/2026 14:48:40.6
362,0.1789 A DC,14/01/2026 14:48:40.6,0:00:05.1,14/01/2026 14:48:40.8,0.1842 A DC,0.1788 A DC,14/01/2026 14:48:44.5,0.1765 A DC,Stable,14/01/2026 14:48:45.7
