Reading;Sample;Start Time;Duration;Max Time;Max;Average;Min Time;Min;Description;Stop Time;Max;;Tiempo (s);Is(A);Ps (W);Wh;<Is> (A);;;;;;;;;;
246;0.3451 A DC;42:26.0;00:00.2;42:26.0;0.3451 A DC;0.3217 A DC;42:26.1;0.2983 A DC;Stable;42:26.2;;;744.7999998;0.3217;3.98908;0.005429581;0.1896;;;;;;;;;;
247;0.1842 A DC;42:26.2;00:04.3;42:27.3;0.1884 A DC;0.1807 A DC;42:29.6;0.1775 A DC;Interval;42:30.5;;;745;0.1807;2.24068;0.000124482;0.1896;;;;;;;;;;
248;0.1821 A DC;42:30.5;00:00.7;42:31.1;0.2181 A DC;0.1849 A DC;42:30.9;0.1776 A DC;Stable;42:31.2;;;749.3;0.1849;2.29276;0.002738574;0.1896;;;;;;;;;;
249;0.1812 A DC;42:31.2;00:04.9;42:31.8;0.1854 A DC;0.1803 A DC;42:35.3;0.1775 A DC;Stable;42:36.2;;;749.9999999;0.1803;2.23572;0.000434723;0.1896;;;;;;;;;;
250;0.7117 A DC;42:36.2;00:00.2;42:36.2;0.7117 A DC;0.4601 A DC;42:36.3;0.2085 A DC;Stable;42:36.4;;;754.9999998;0.4601;5.70524;0.007923944;0.1896;;;;;;;;;;
251;0.1809 A DC;42:36.4;00:04.2;42:38.6;0.1885 A DC;0.1809 A DC;42:38.4;0.1785 A DC;Interval;42:40.6;;;755.2;0.1809;2.24316;0.00012462;0.1896;;;;;;;;;;
252;0.1811 A DC;42:40.6;00:00.7;42:41.2;0.2229 A DC;0.1874 A DC;42:41.1;0.1780 A DC;Stable;42:41.3;;;759.3999999;0.1874;2.32376;0.002711053;0.1896;;;;;;;;;;
253;0.1864 A DC;42:41.3;00:09.3;42:41.3;0.1864 A DC;0.1803 A DC;42:47.2;0.1777 A DC;Interval;42:50.5;;;760.0999998;0.1803;2.23572;0.000434723;0.1896;;;;;;;;;;
254;0.1823 A DC;42:50.5;00:01.0;42:51.4;0.6764 A DC;0.2332 A DC;42:50.9;0.1791 A DC;Stable;42:51.6;;;769.2999996;0.2332;2.89168;0.007389849;0.1896;;;;;;;;;;
255;0.1788 A DC;42:51.6;00:09.4;42:55.5;0.1903 A DC;0.1800 A DC;42:56.4;0.1766 A DC;Interval;43:00.9;;;770.3999999;0.18;2.232;0.000682;0.1896;;;;;;;;;;
256;0.1785 A DC;43:00.9;00:00.7;43:01.5;0.4898 A DC;0.2345 A DC;43:00.9;0.1785 A DC;Stable;43:01.6;;;779.6999998;0.2345;2.9078;0.007511817;0.1896;;;;;;;;;;
257;0.1879 A DC;43:01.6;00:09.0;43:03.1;0.1920 A DC;0.1804 A DC;43:06.5;0.1761 A DC;Interval;43:10.6;;;780.3999997;0.1804;2.23696;0.000434964;0.1896;;;;;;;;;;
258;0.1772 A DC;43:10.6;00:01.0;43:11.5;0.1824 A DC;0.1799 A DC;43:10.6;0.1772 A DC;Stable;43:11.6;;;789.4;0.1799;2.23076;0.0055769;0.1896;;;;;;;;;;
259;0.6034 A DC;43:11.6;00:00.2;43:11.6;0.6034 A DC;0.4567 A DC;43:11.7;0.3099 A DC;Stable;43:11.8;;;790.3999996;0.4567;5.66308;0.001573077;0.1896;;;;;;;;;;
260;0.1857 A DC;43:11.8;00:08.8;43:18.4;0.1885 A DC;0.1803 A DC;43:16.4;0.1773 A DC;Interval;43:20.5;;;790.5999997;0.1803;2.23572;0.000124207;0.1896;;;;;;;;;;
261;0.1815 A DC;43:20.5;00:01.2;43:21.6;0.1825 A DC;0.1804 A DC;43:20.9;0.1778 A DC;Stable;43:21.7;;;799.2999997;0.1804;2.23696;0.005405987;0.1896;;;;;;;;;;
262;0.8360 A DC;43:21.7;00:00.2;43:21.7;0.8360 A DC;0.5365 A DC;43:21.8;0.2370 A DC;Stable;43:21.9;;;800.5000001;0.5365;6.6526;0.002217534;0.1896;;;;;;;;;;
263;0.1782 A DC;43:21.9;00:08.3;43:24.4;0.1877 A DC;0.1798 A DC;43:22.6;0.1768 A DC;Stable;43:30.2;;;800.6999996;0.1798;2.22952;0.000123862;0.1896;;;;;;;;;;
264;0.1966 A DC;43:30.2;00:00.4;43:30.2;0.1966 A DC;0.1858 A DC;43:30.4;0.1814 A DC;Interval;43:30.6;;;808.9999999;0.1858;2.30392;0.005311816;0.1896;;;;;;;;;;
265;0.1805 A DC;43:30.6;00:01.3;43:31.8;0.1833 A DC;0.1801 A DC;43:31.7;0.1783 A DC;Stable;43:31.9;;;809.3999996;0.1801;2.23324;0.000248138;0.1896;;;;;;;;;;
266;0.7357 A DC;43:31.9;00:00.2;43:31.9;0.7357 A DC;0.4720 A DC;43:32.0;0.2082 A DC;Stable;43:32.1;;;810.7000001;0.472;5.8528;0.002113512;0.1896;;;;;;;;;;
267;0.1806 A DC;43:32.1;00:08.5;43:38.1;0.1871 A DC;0.1795 A DC;43:34.0;0.1770 A DC;Interval;43:40.6;;;810.8999996;0.1795;2.2258;0.000123655;0.1896;;;;;;;;;;
268;0.1776 A DC;43:40.6;00:01.4;43:41.8;0.1822 A DC;0.1794 A DC;43:40.6;0.1776 A DC;Stable;43:42.0;;;819.4000001;0.1794;2.22456;0.005252434;0.1896;;;;;;;;;;
269;0.1960 A DC;43:42.0;00:00.2;43:42.1;0.4202 A DC;0.3081 A DC;43:42.0;0.1960 A DC;Stable;43:42.2;;;820.8;0.3081;3.82044;0.001485727;0.1896;;;;;;;;;;
270;0.1885 A DC;43:42.2;00:08.4;43:42.2;0.1885 A DC;0.1797 A DC;43:45.0;0.1770 A DC;Interval;43:50.6;;;820.9999996;0.1797;2.22828;0.000123793;0.1896;;;;;;;;;;
271;0.1774 A DC;43:50.6;00:01.5;43:51.6;0.1821 A DC;0.1792 A DC;43:50.6;0.1774 A DC;Stable;43:52.1;;;829.3999999;0.1792;2.22208;0.005184854;0.1896;;;;;;;;;;
272;0.5214 A DC;43:52.1;00:00.2;43:52.1;0.5214 A DC;0.3750 A DC;43:52.2;0.2287 A DC;Stable;43:52.3;;;830.8999999;0.375;4.65;0.0019375;0.1896;;;;;;;;;;
273;0.1813 A DC;43:52.3;00:08.2;43:55.0;0.1861 A DC;0.1800 A DC;43:56.3;0.1773 A DC;Interval;44:00.6;;;831.1000001;0.18;2.232;0.000124;0.1896;;;;;;;;;;
274;0.1791 A DC;44:00.6;00:02.5;44:02.3;0.1963 A DC;0.1805 A DC;44:02.0;0.1777 A DC;Stable;44:03.1;;;839.3999997;0.1805;2.2382;0.005160294;0.1896;;;;;;;;;;
275;0.2029 A DC;44:03.1;00:00.1;44:03.1;0.2029 A DC;0.2029 A DC;44:03.1;0.2029 A DC;Stable;44:03.2;;;841.9;0.2029;2.51596;0.001747195;0.1896;;;;;;;;;;
276;0.1808 A DC;44:03.2;00:04.1;44:04.8;0.1863 A DC;0.1805 A DC;44:04.1;0.1779 A DC;Stable;44:07.3;;;842.0000001;0.1805;2.2382;6.21723E-05;0.1896;;;;;;;;;;
277;0.6020 A DC;44:07.3;00:00.1;44:07.3;0.6020 A DC;0.6020 A DC;44:07.3;0.6020 A DC;Stable;44:07.4;;;846.0999998;0.602;7.4648;0.008501577;0.1896;;;;;;;;;;
278;0.1953 A DC;44:07.4;00:03.1;44:07.4;0.1953 A DC;0.1799 A DC;44:08.1;0.1770 A DC;Interval;44:10.5;;;846.1999999;0.1799;2.23076;6.19656E-05;0.1896;;;;;;;;;;
279;0.1805 A DC;44:10.5;00:01.8;44:10.8;0.1825 A DC;0.1798 A DC;44:11.5;0.1784 A DC;Stable;44:12.3;;;849.3000001;0.1798;2.22952;0.001919865;0.1896;;;;;;;;;;
280;0.2533 A DC;44:12.3;00:00.1;44:12.3;0.2533 A DC;0.2533 A DC;44:12.3;0.2533 A DC;Stable;44:12.4;;;851.0999997;0.2533;3.14092;0.00157046;0.1896;;;;;;;;;;
281;0.1851 A DC;44:12.4;00:04.9;44:12.4;0.1851 A DC;0.1798 A DC;44:14.2;0.1773 A DC;Stable;44:17.4;;;851.1999998;0.1798;2.22952;6.19312E-05;0.1896;;;;;;;;;;
282;0.3459 A DC;44:17.4;00:00.2;44:17.5;0.3700 A DC;0.3579 A DC;44:17.4;0.3459 A DC;Stable;44:17.6;;;856.1999997;0.3579;4.43796;0.006163833;0.1896;;;;;;;;;;
283;0.1848 A DC;44:17.6;00:03.0;44:17.8;0.1857 A DC;0.1803 A DC;44:19.7;0.1772 A DC;Interval;44:20.6;;;856.3999999;0.1803;2.23572;0.000124207;0.1896;;;;;;;;;;
284;0.1773 A DC;44:20.6;00:01.9;44:20.7;0.1860 A DC;0.1796 A DC;44:20.6;0.1773 A DC;Stable;44:22.5;;;859.4;0.1796;2.22704;0.001855867;0.1896;;;;;;;;;;
285;0.2164 A DC;44:22.5;00:00.1;44:22.5;0.2164 A DC;0.2164 A DC;44:22.5;0.2164 A DC;Stable;44:22.6;;;861.2999997;0.2164;2.68336;0.001416218;0.1896;;;;;;;;;;
286;0.1825 A DC;44:22.6;00:04.9;44:24.0;0.1873 A DC;0.1805 A DC;44:26.0;0.1774 A DC;Stable;44:27.5;;;861.3999998;0.1805;2.2382;6.21723E-05;0.1896;;;;;;;;;;
287;0.6934 A DC;44:27.5;00:00.2;44:27.5;0.6934 A DC;0.4561 A DC;44:27.6;0.2188 A DC;Stable;44:27.7;;;866.2999996;0.4561;5.65564;0.007697954;0.1896;;;;;;;;;;
288;0.1836 A DC;44:27.7;00:02.8;44:30.2;0.1886 A DC;0.1807 A DC;44:30.4;0.1778 A DC;Interval;44:30.6;;;866.4999998;0.1807;2.24068;0.000124482;0.1896;;;;;;;;;;
289;0.1810 A DC;44:30.6;00:02.0;44:32.2;0.1821 A DC;0.1799 A DC;44:31.7;0.1772 A DC;Stable;44:32.6;;;869.3999998;0.1799;2.23076;0.001797001;0.1896;;;;;;;;;;
290;0.2026 A DC;44:32.6;00:05.1;44:32.6;0.2026 A DC;0.1807 A DC;44:36.2;0.1778 A DC;Stable;44:37.7;;;871.3999996;0.1807;2.24068;0.001244822;0.1896;;;;;;;;;;
291;0.3482 A DC;44:37.7;00:00.1;44:37.7;0.3482 A DC;0.3482 A DC;44:37.7;0.3482 A DC;Stable;44:37.8;;;876.4999996;0.3482;4.31768;0.006116713;0.1896;;;;;;;;;;
292;0.1873 A DC;44:37.8;00:02.7;44:40.1;0.1878 A DC;0.1803 A DC;44:38.0;0.1774 A DC;Interval;44:40.5;;;876.5999997;0.1803;2.23572;6.21034E-05;0.1896;;;;;;;;;;
293;0.1804 A DC;44:40.5;00:10.1;44:44.6;0.1902 A DC;0.1800 A DC;44:43.4;0.1771 A DC;Interval;44:50.6;;;879.2999995;0.18;2.232;0.001674;0.1896;;;;;;;;;;
294;0.1783 A DC;44:50.6;00:02.2;44:51.8;0.1839 A DC;0.1798 A DC;44:50.6;0.1783 A DC;Stable;44:52.8;;;889.4000001;0.1798;2.22952;0.006255043;0.1896;;;;;;;;;;
295;0.6087 A DC;44:52.8;00:00.2;44:52.8;0.6087 A DC;0.4562 A DC;44:52.9;0.3037 A DC;Stable;44:53.0;;;891.6000001;0.4562;5.65688;0.003456982;0.1896;;;;;;;;;;
296;0.1820 A DC;44:53.0;00:07.5;44:59.6;0.1892 A DC;0.1801 A DC;44:55.6;0.1774 A DC;Interval;45:00.5;;;891.7999996;0.1801;2.23324;0.000124069;0.1896;;;;;;;;;;
297;0.1807 A DC;45:00.5;00:02.4;45:02.4;0.1837 A DC;0.1800 A DC;45:01.0;0.1775 A DC;Stable;45:03.0;;;899.2999998;0.18;2.232;0.00465;0.1896;;;;;;;;;;
298;0.8698 A DC;45:03.0;00:00.2;45:03.0;0.8698 A DC;0.5692 A DC;45:03.1;0.2686 A DC;Stable;45:03.2;;;901.8000001;0.5692;7.05808;0.004901445;0.1896;;;;;;;;;;
299;0.1849 A DC;45:03.2;00:07.4;45:05.5;0.1855 A DC;0.1799 A DC;45:06.2;0.1771 A DC;Interval;45:10.6;;;901.9999996;0.1799;2.23076;0.000123931;0.1896;;;;;;;;;;
300;0.1780 A DC;45:10.6;00:02.5;45:10.8;0.1846 A DC;0.1801 A DC;45:11.6;0.1774 A DC;Stable;45:13.1;;;909.3999997;0.1801;2.23324;0.004590549;0.1896;;;;;;;;;;
301;0.8734 A DC;45:13.1;00:00.2;45:13.1;0.8734 A DC;0.5479 A DC;45:13.2;0.2224 A DC;Stable;45:13.3;;;911.9;0.5479;6.79396;0.004718028;0.1896;;;;;;;;;;
302;0.1794 A DC;45:13.3;00:07.2;45:19.8;0.1849 A DC;0.1800 A DC;45:18.2;0.1769 A DC;Interval;45:20.6;;;912.0999995;0.18;2.232;0.000124;0.1896;;;;;;;;;;
303;0.1786 A DC;45:20.6;00:02.7;45:20.8;0.1851 A DC;0.1800 A DC;45:22.7;0.1775 A DC;Stable;45:23.3;;;919.3999995;0.18;2.232;0.004526;0.1896;;;;;;;;;;
304;0.6249 A DC;45:23.3;00:00.1;45:23.3;0.6249 A DC;0.6249 A DC;45:23.3;0.6249 A DC;Stable;45:23.4;;;922.1;0.6249;7.74876;0.005811571;0.1896;;;;;;;;;;
305;0.1942 A DC;45:23.4;00:07.1;45:23.4;0.1942 A DC;0.1802 A DC;45:28.3;0.1759 A DC;Interval;45:30.5;;;922.2000001;0.1802;2.23448;6.20689E-05;0.1896;;;;;;;;;;
306;0.1811 A DC;45:30.5;00:02.8;45:31.8;0.1856 A DC;0.1801 A DC;45:31.1;0.1782 A DC;Stable;45:33.3;;;929.2999999;0.1801;2.23324;0.004404445;0.1896;;;;;;;;;;
307;0.3034 A DC;45:33.3;00:00.2;45:33.4;0.3475 A DC;0.3255 A DC;45:33.3;0.3034 A DC;Stable;45:33.5;;;932.0999998;0.3255;4.0362;0.003139267;0.1896;;;;;;;;;;
308;0.1852 A DC;45:33.5;00:04.9;45:34.0;0.1858 A DC;0.1798 A DC;45:35.6;0.1770 A DC;Stable;45:38.5;;;932.3;0.1798;2.22952;0.000123862;0.1896;;;;;;;;;;
309;0.2257 A DC;45:38.5;00:00.1;45:38.5;0.2257 A DC;0.2257 A DC;45:38.5;0.2257 A DC;Stable;45:38.6;;;937.2999999;0.2257;2.79868;0.003887055;0.1896;;;;;;;;;;
310;0.1832 A DC;45:38.6;00:02.0;45:38.8;0.1862 A DC;0.1796 A DC;45:40.4;0.1771 A DC;Interval;45:40.6;;;937.4;0.1796;2.22704;6.18623E-05;0.1896;;;;;;;;;;
311;0.1791 A DC;45:40.6;00:02.9;45:41.8;0.1844 A DC;0.1799 A DC;45:41.0;0.1772 A DC;Stable;45:43.5;;;939.3999998;0.1799;2.23076;0.001239311;0.1896;;;;;;;;;;
312;0.6826 A DC;45:43.5;00:00.2;45:43.5;0.6826 A DC;0.4582 A DC;45:43.6;0.2338 A DC;Stable;45:43.7;;;942.2999998;0.4582;5.68168;0.004576909;0.1896;;;;;;;;;;
313;0.1796 A DC;45:43.7;00:06.8;45:48.6;0.1988 A DC;0.1801 A DC;45:47.0;0.1771 A DC;Interval;45:50.5;;;942.5;0.1801;2.23324;0.000124069;0.1896;;;;;;;;;;
314;0.1787 A DC;45:50.5;00:03.1;45:51.0;0.1846 A DC;0.1800 A DC;45:52.6;0.1776 A DC;Stable;45:53.7;;;949.2999996;0.18;2.232;0.004216;0.1896;;;;;;;;;;
315;0.4975 A DC;45:53.7;00:00.1;45:53.7;0.4975 A DC;0.4975 A DC;45:53.7;0.4975 A DC;Stable;45:53.8;;;952.4999998;0.4975;6.169;0.005483556;0.1896;;;;;;;;;;
316;0.1936 A DC;45:53.8;00:04.9;45:53.8;0.1936 A DC;0.1798 A DC;45:57.6;0.1772 A DC;Stable;45:58.7;;;952.5999999;0.1798;2.22952;6.19312E-05;0.1896;;;;;;;;;;
317;0.2347 A DC;45:58.7;00:00.1;45:58.7;0.2347 A DC;0.2347 A DC;45:58.7;0.2347 A DC;Stable;45:58.8;;;957.4999997;0.2347;2.91028;0.003961214;0.1896;;;;;;;;;;
318;0.1859 A DC;45:58.8;00:01.8;45:58.8;0.1859 A DC;0.1800 A DC;45:59.0;0.1775 A DC;Interval;46:00.6;;;957.5999998;0.18;2.232;6.20001E-05;0.1896;;;;;;;;;;
319;0.1800 A DC;46:00.6;00:03.1;46:01.8;0.1853 A DC;0.1799 A DC;46:03.4;0.1773 A DC;Stable;46:03.7;;;959.4000001;0.1799;2.23076;0.00111538;0.1896;;;;;;;;;;
320;0.5205 A DC;46:03.7;00:00.2;46:03.7;0.5205 A DC;0.3785 A DC;46:03.8;0.2365 A DC;Stable;46:03.9;;;962.4999996;0.3785;4.6934;0.004041538;0.1896;;;;;;;;;;
321;0.1786 A DC;46:03.9;00:06.6;46:08.9;0.1946 A DC;0.1803 A DC;46:10.4;0.1770 A DC;Interval;46:10.6;;;962.6999998;0.1803;2.23572;0.000124207;0.1896;;;;;;;;;;
322;0.1795 A DC;46:10.6;00:08.3;46:17.1;0.1891 A DC;0.1800 A DC;46:11.0;0.1772 A DC;Stable;46:18.9;;;969.3999999;0.18;2.232;0.004154;0.1896;;;;;;;;;;
323;0.6545 A DC;46:18.9;00:00.2;46:18.9;0.6545 A DC;0.4267 A DC;46:19.0;0.1989 A DC;Stable;46:19.1;;;977.6999995;0.4267;5.29108;0.012198878;0.1896;;;;;;;;;;
324;0.1804 A DC;46:19.1;00:01.4;46:20.4;0.1855 A DC;0.1790 A DC;46:20.2;0.1771 A DC;Interval;46:20.5;;;977.8999997;0.179;2.2196;0.000123311;0.1896;;;;;;;;;;
325;0.1808 A DC;46:20.5;00:08.5;46:24.3;0.1914 A DC;0.1795 A DC;46:23.9;0.1759 A DC;Stable;46:29.0;;;979.2999997;0.1795;2.2258;0.000865589;0.1896;;;;;;;;;;
326;0.3082 A DC;46:29.0;00:00.2;46:29.1;0.4579 A DC;0.3831 A DC;46:29.0;0.3082 A DC;Stable;46:29.2;;;987.8000001;0.3831;4.75044;0.011216317;0.1896;;;;;;;;;;
327;0.1865 A DC;46:29.2;00:01.4;46:30.2;0.1866 A DC;0.1809 A DC;46:29.7;0.1779 A DC;Interval;46:30.6;;;987.9999996;0.1809;2.24316;0.00012462;0.1896;;;;;;;;;;
328;0.1816 A DC;46:30.6;00:08.6;46:38.1;0.1867 A DC;0.1794 A DC;46:34.1;0.1757 A DC;Stable;46:39.1;;;989.3999996;0.1794;2.22456;0.000865107;0.1896;;;;;;;;;;
329;0.6050 A DC;46:39.1;00:00.2;46:39.1;0.6050 A DC;0.4335 A DC;46:39.2;0.2619 A DC;Stable;46:39.3;;;997.9;0.4335;5.3754;0.012691917;0.1896;;;;;;;;;;
330;0.1794 A DC;46:39.3;00:01.2;46:39.7;0.1819 A DC;0.1794 A DC;46:39.4;0.1774 A DC;Interval;46:40.5;;;998.0999995;0.1794;2.22456;0.000123586;0.1896;;;;;;;;;;
331;0.1793 A DC;46:40.5;00:08.8;46:48.8;0.1842 A DC;0.1792 A DC;46:43.7;0.1766 A DC;Stable;46:49.3;;;999.2999999;0.1792;2.22208;0.000740694;0.1896;;;;;;;;;;
332;0.6826 A DC;46:49.3;00:00.2;46:49.3;0.6826 A DC;0.4432 A DC;46:49.4;0.2038 A DC;Stable;46:49.5;;;1008.1;0.4432;5.49568;0.013433885;0.1896;;;;;;;;;;
333;0.1796 A DC;46:49.5;00:01.1;46:49.8;0.1831 A DC;0.1790 A DC;46:50.0;0.1772 A DC;Interval;46:50.6;;;1008.3;0.179;2.2196;0.000123311;0.1896;;;;;;;;;;
334;0.1770 A DC;46:50.6;00:03.7;46:52.8;0.1829 A DC;0.1793 A DC;46:50.7;0.1765 A DC;Stable;46:54.3;;;1009.4;0.1793;2.22332;0.000679348;0.1896;;;;;;;;;;
335;0.2218 A DC;46:54.3;00:00.1;46:54.3;0.2218 A DC;0.2218 A DC;46:54.3;0.2218 A DC;Stable;46:54.4;;;1013.1;0.2218;2.75032;0.002826718;0.1896;;;;;;;;;;
336;0.1835 A DC;46:54.4;00:06.1;46:56.4;0.1867 A DC;0.1796 A DC;46:55.6;0.1768 A DC;Interval;47:00.6;;;1013.2;0.1796;2.22704;6.18623E-05;0.1896;;;;;;;;;;
337;0.1784 A DC;47:00.6;00:02.5;47:02.8;0.1847 A DC;0.1793 A DC;47:01.2;0.1769 A DC;Stable;47:03.1;;;1019.4;0.1793;2.22332;0.003829051;0.1896;;;;;;;;;;
338;0.1978 A DC;47:03.1;00:01.4;47:03.1;0.1978 A DC;0.1811 A DC;47:03.4;0.1777 A DC;Stable;47:04.5;;;1021.9;0.1811;2.24564;0.001559472;0.1896;;;;;;;;;;
339;0.4529 A DC;47:04.5;00:00.1;47:04.5;0.4529 A DC;0.4529 A DC;47:04.5;0.4529 A DC;Stable;47:04.6;;;1023.3;0.4529;5.61596;0.002183984;0.1896;;;;;;;;;;
340;0.1869 A DC;47:04.6;00:05.9;47:05.4;0.1952 A DC;0.1793 A DC;47:09.5;0.1763 A DC;Interval;47:10.5;;;1023.4;0.1793;2.22332;6.17589E-05;0.1896;;;;;;;;;;
341;0.1805 A DC;47:10.5;00:04.0;47:13.9;0.1858 A DC;0.1795 A DC;47:13.3;0.1767 A DC;Stable;47:14.6;;;1029.3;0.1795;2.2258;0.003647839;0.1896;;;;;;;;;;
342;0.4772 A DC;47:14.6;00:00.2;47:14.6;0.4772 A DC;0.4218 A DC;47:14.7;0.3663 A DC;Stable;47:14.8;;;1033.4;0.4218;5.23032;0.005956753;0.1896;;;;;;;;;;
343;0.1865 A DC;47:14.8;00:05.8;47:18.4;0.1875 A DC;0.1795 A DC;47:18.6;0.1766 A DC;Interval;47:20.6;;;1033.6;0.1795;2.2258;0.000123656;0.1896;;;;;;;;;;
344;0.1799 A DC;47:20.6;00:10.0;47:24.4;0.1904 A DC;0.1794 A DC;47:23.5;0.1771 A DC;Interval;47:30.5;;;1039.4;0.1794;2.22456;0.003584013;0.1896;;;;;;;;;;
345;0.1779 A DC;47:30.5;00:04.3;47:32.5;0.1856 A DC;0.1796 A DC;47:30.9;0.1771 A DC;Stable;47:34.9;;;1049.3;0.1796;2.22704;0.00612436;0.1896;;;;;;;;;;
346;0.5678 A DC;47:34.9;00:00.1;47:34.9;0.5678 A DC;0.5678 A DC;47:34.9;0.5678 A DC;Stable;47:35.0;;;1053.7;0.5678;7.04072;0.008605324;0.1896;;;;;;;;;;
347;0.1937 A DC;47:35.0;00:05.6;47:35.0;0.1937 A DC;0.1793 A DC;47:39.9;0.1761 A DC;Interval;47:40.6;;;1053.8;0.1793;2.22332;6.17589E-05;0.1896;;;;;;;;;;
348;0.1776 A DC;47:40.6;00:10.0;47:50.2;0.1834 A DC;0.1793 A DC;47:44.9;0.1765 A DC;Interval;47:50.6;;;1059.4;0.1793;2.22332;0.003458498;0.1896;;;;;;;;;;
349;0.1823 A DC;47:50.6;00:09.6;47:54.0;0.1913 A DC;0.1795 A DC;47:58.6;0.1768 A DC;Stable;48:00.1;;;1069.4;0.1795;2.2258;0.006182778;0.1896;;;;;;;;;;
350;0.6836 A DC;48:00.1;00:00.2;48:00.1;0.6836 A DC;0.4875 A DC;48:00.2;0.2914 A DC;Stable;48:00.3;;;1078.9;0.4875;6.045;0.015952083;0.1896;;;;;;;;;;
351;0.1824 A DC;48:00.3;00:00.2;48:00.3;0.1824 A DC;0.1811 A DC;48:00.4;0.1797 A DC;Interval;48:00.5;;;1079.1;0.1811;2.24564;0.000124757;0.1896;;;;;;;;;;
352;0.1798 A DC;48:00.5;00:09.8;48:03.0;0.1895 A DC;0.1793 A DC;48:04.4;0.1765 A DC;Stable;48:10.3;;;1079.3;0.1793;2.22332;0.000123518;0.1896;;;;;;;;;;
353;0.6608 A DC;48:10.3;00:00.2;48:10.3;0.6608 A DC;0.4293 A DC;48:10.4;0.1977 A DC;Stable;48:10.5;;;1089.1;0.4293;5.32332;0.01449126;0.1896;;;;;;;;;;
354;0.1766 A DC;48:10.5;00:00.1;48:10.5;0.1766 A DC;0.1766 A DC;48:10.5;0.1766 A DC;Interval;48:10.6;;;1089.3;0.1766;2.18984;0.000121658;0.1896;;;;;;;;;;
355;0.1761 A DC;48:10.6;00:09.8;48:13.8;0.1845 A DC;0.1787 A DC;48:15.3;0.1746 A DC;Stable;48:20.3;;;1089.4;0.1787;2.21588;6.15523E-05;0.1896;;;;;;;;;;
356;0.2853 A DC;48:20.3;00:00.1;48:20.3;0.2853 A DC;0.2853 A DC;48:20.3;0.2853 A DC;Stable;48:20.4;;;1099.1;0.2853;3.53772;0.00953219;0.1896;;;;;;;;;;
357;0.3747 A DC;48:20.4;00:00.1;48:20.4;0.3747 A DC;0.3747 A DC;48:20.4;0.3747 A DC;Interval;48:20.5;;;1099.2;0.3747;4.64628;0.000129063;0.1896;;;;;;;;;;
358;0.1829 A DC;48:20.5;00:10.1;48:29.6;0.1854 A DC;0.1787 A DC;48:25.5;0.1760 A DC;Interval;48:30.6;;;1099.3;0.1787;2.21588;6.15523E-05;0.1896;;;;;;;;;;
359;0.1804 A DC;48:30.6;00:04.9;48:30.8;0.1832 A DC;0.1789 A DC;48:34.2;0.1763 A DC;Stable;48:35.5;;;1109.4;0.1789;2.21836;0.006223732;0.1896;;;;;;;;;;
360;0.5079 A DC;48:35.5;00:00.2;48:35.5;0.5079 A DC;0.3705 A DC;48:35.6;0.2332 A DC;Stable;48:35.7;;;1114.3;0.3705;4.5942;0.006253216;0.1896;;;;;;;;;;
361;0.1818 A DC;48:35.7;00:04.8;48:39.8;0.1836 A DC;0.1788 A DC;48:38.7;0.1763 A DC;Interval;48:40.6;;;1114.5;0.1788;2.21712;0.000123173;0.1896;;;;;;;;;;
362;0.1789 A DC;48:40.6;00:05.1;48:40.8;0.1842 A DC;0.1788 A DC;48:44.5;0.1765 A DC;Stable;48:45.7;;;1119.4;0.1788;2.21712;0.003017747;0.1896;;;;;;;;;;
363;0.6659 A DC;48:45.7;00:00.2;48:45.7;0.6659 A DC;0.4340 A DC;48:45.8;0.2020 A DC;Stable;48:45.9;;;1124.5;0.434;5.3816;0.007623933;0.1896;;;;;;;;;;
364;0.1775 A DC;48:45.9;00:04.6;48:47.4;0.1834 A DC;0.1790 A DC;48:46.2;0.1765 A DC;Interval;48:50.5;;;1124.7;0.179;2.2196;0.000123311;0.1896;;;;;;;;;;
365;0.1766 A DC;48:50.5;00:05.2;48:53.8;0.1842 A DC;0.1787 A DC;48:50.6;0.1764 A DC;Stable;48:55.8;;;1129.3;0.1787;2.21588;0.002831402;0.1896;;;;;;;;;;
366;0.3699 A DC;48:55.8;00:00.2;48:55.8;0.3699 A DC;0.3319 A DC;48:55.9;0.2938 A DC;Stable;48:56.0;;;1134.6;0.3319;4.11556;0.006059019;0.1896;;;;;;;;;;
367;0.1821 A DC;48:56.0;00:04.6;48:59.5;0.1856 A DC;0.1797 A DC;48:58.7;0.1774 A DC;Interval;49:00.6;;;1134.8;0.1797;2.22828;0.000123793;0.1896;;;;;;;;;;
368;0.1780 A DC;49:00.6;00:05.3;49:03.1;0.1893 A DC;0.1790 A DC;49:00.9;0.1769 A DC;Stable;49:05.9;;;1139.4;0.179;2.2196;0.002836156;0.1896;;;;;;;;;;
369;0.6736 A DC;49:05.9;00:00.2;49:05.9;0.6736 A DC;0.4395 A DC;49:06.0;0.2053 A DC;Stable;49:06.1;;;1144.7;0.4395;5.4498;0.008023316;0.1896;;;;;;;;;;
370;0.1783 A DC;49:06.1;00:04.4;49:07.8;0.1872 A DC;0.1788 A DC;49:08.4;0.1764 A DC;Interval;49:10.6;;;1144.9;0.1788;2.21712;0.000123173;0.1896;;;;;;;;;;
371;0.1774 A DC;49:10.6;00:10.1;49:16.8;0.1911 A DC;0.1793 A DC;49:11.0;0.1761 A DC;Interval;49:20.6;;;1149.4;0.1793;2.22332;0.00277915;0.1896;;;;;;;;;;
